#  JMA2001 + Density + Attenuation
#
#  The original JMA2001 velocity strucuture model (Ueno, et al., 2002)
#  used in hypocentral determination by Japan Meteorological Agency 
#  contains depth, P-wave velocity adn S-wave velocity.
#  Mass density and intrinsic attenuation factors are obtained from 
#  empirical relationships summarized in Brocher (2008; J Seismol.)
#  Note that the velocities of deep structure (>270 km for density and
#  >420 km for attenuation) exceeds the limiation of the empirical formula.
#  Please use it with caution for deep-focus earthquake. 
#
#   depth(km)   rho(g/cc)   vp(km/s)    vs(km/s)       Qp       Qs
# ------------------------------------------------------------------
    620.5000      4.2628     10.3520      5.7350   2603.4578   1301.7289
    621.0000      4.2642     10.3550      5.7370   2605.9616   1302.9808
    621.5000      4.2656     10.3580      5.7390   2608.4673   1304.2336
    622.0000      4.2670     10.3610      5.7400   2609.7208   1304.8604
    622.5000      4.2679     10.3630      5.7410   2610.9748   1305.4874
    623.0000      4.2693     10.3660      5.7430   2613.4841   1306.7421
    623.5000      4.2707     10.3690      5.7450   2615.9954   1307.9977
    624.0000      4.2716     10.3710      5.7460   2617.2517   1308.6258
    624.5000      4.2730     10.3740      5.7470   2618.5085   1309.2542
    625.0000      4.2744     10.3770      5.7490   2621.0234   1310.5117
    625.5000      4.2753     10.3790      5.7500   2622.2816   1311.1408
    626.0000      4.2767     10.3820      5.7520   2624.7993   1312.3997
    626.5000      4.2781     10.3850      5.7530   2626.0589   1313.0295
    627.0000      4.2791     10.3870      5.7550   2628.5795   1314.2897
    627.5000      4.2805     10.3900      5.7560   2629.8404   1314.9202
    628.0000      4.2814     10.3920      5.7570   2631.1019   1315.5509
    628.5000      4.2828     10.3950      5.7590   2633.6262   1316.8131
    629.0000      4.2837     10.3970      5.7600   2634.8890   1317.4445
    629.5000      4.2851     10.4000      5.7620   2637.4161   1318.7081
    630.0000      4.2861     10.4020      5.7630   2638.6804   1319.3402
    630.5000      4.2875     10.4050      5.7650   2641.2102   1320.6051
    631.0000      4.2884     10.4070      5.7660   2642.4759   1321.2379
    631.5000      4.2898     10.4100      5.7670   2643.7420   1321.8710
    632.0000      4.2907     10.4120      5.7680   2645.0086   1322.5043
    632.5000      4.2917     10.4140      5.7700   2647.5432   1323.7716
    633.0000      4.2931     10.4170      5.7710   2648.8111   1324.4056
    633.5000      4.2940     10.4190      5.7720   2650.0796   1325.0398
    634.0000      4.2954     10.4220      5.7740   2652.6179   1326.3090
    634.5000      4.2963     10.4240      5.7750   2653.8878   1326.9439
    635.0000      4.2973     10.4260      5.7760   2655.1581   1327.5791
    635.5000      4.2987     10.4290      5.7780   2657.7002   1328.8501
    636.0000      4.2996     10.4310      5.7790   2658.9719   1329.4860
    636.5000      4.3005     10.4330      5.7800   2660.2441   1330.1221
    637.0000      4.3020     10.4360      5.7820   2662.7899   1331.3950
    637.5000      4.3029     10.4380      5.7830   2664.0635   1332.0318
    638.0000      4.3038     10.4400      5.7840   2665.3376   1332.6688
    638.5000      4.3052     10.4430      5.7860   2667.8872   1333.9436
    639.0000      4.3062     10.4450      5.7870   2669.1627   1334.5813
    639.5000      4.3071     10.4470      5.7880   2670.4387   1335.2193
    640.0000      4.3080     10.4490      5.7890   2671.7151   1335.8575
    640.5000      4.3095     10.4520      5.7910   2674.2694   1337.1347
    641.0000      4.3104     10.4540      5.7920   2675.5472   1337.7736
    641.5000      4.3113     10.4560      5.7930   2676.8255   1338.4128
    642.0000      4.3123     10.4580      5.7940   2678.1043   1339.0521
    642.5000      4.3132     10.4600      5.7950   2679.3835   1339.6918
    643.0000      4.3141     10.4620      5.7960   2680.6633   1340.3316
    643.5000      4.3156     10.4650      5.7980   2683.2241   1341.6121
    644.0000      4.3165     10.4670      5.7990   2684.5053   1342.2526
    644.5000      4.3174     10.4690      5.8000   2685.7869   1342.8934
    645.0000      4.3184     10.4710      5.8010   2687.0689   1343.5345
    645.5000      4.3193     10.4730      5.8020   2688.3515   1344.1757
    646.0000      4.3207     10.4760      5.8040   2690.9180   1345.4590
    646.5000      4.3217     10.4780      5.8050   2692.2020   1346.1010
    647.0000      4.3226     10.4800      5.8060   2693.4864   1346.7432
    647.5000      4.3235     10.4820      5.8070   2694.7713   1347.3857
    648.0000      4.3245     10.4840      5.8080   2696.0567   1348.0283
    648.5000      4.3259     10.4870      5.8100   2698.6289   1349.3144
    649.0000      4.3268     10.4890      5.8110   2699.9156   1349.9578
    649.5000      4.3278     10.4910      5.8120   2701.2029   1350.6015
    650.0000      4.3287     10.4930      5.8130   2702.4907   1351.2453
    650.5000      4.3301     10.4960      5.8150   2705.0675   1352.5338
    651.0000      4.3311     10.4980      5.8160   2706.3567   1353.1784
    651.5000      4.3320     10.5000      5.8170   2707.6463   1353.8232
    652.0000      4.3334     10.5030      5.8190   2710.2270   1355.1135
    652.5000      4.3344     10.5050      5.8200   2711.5181   1355.7590
    653.0000      4.3353     10.5070      5.8210   2712.8096   1356.4048
    653.5000      4.3363     10.5090      5.8220   2714.1016   1357.0508
    654.0000      4.3377     10.5120      5.8240   2716.6870   1358.3435
    654.5000      4.3386     10.5140      5.8250   2717.9804   1358.9902
    655.0000      4.3396     10.5160      5.8260   2719.2743   1359.6371
    655.5000      4.3410     10.5190      5.8280   2721.8635   1360.9317
    656.0000      4.3419     10.5210      5.8290   2723.1588   1361.5794
    656.5000      4.3429     10.5230      5.8300   2724.4546   1362.2273
    657.0000      4.3443     10.5260      5.8320   2727.0475   1363.5238
    657.5000      4.3452     10.5280      5.8330   2728.3448   1364.1724
    658.0000      4.3462     10.5300      5.8340   2729.6424   1364.8212
    658.5000      4.3476     10.5330      5.8350   2730.9406   1365.4703
    659.0000      4.3486     10.5350      5.8370   2733.5383   1366.7692
    659.5000      4.3495     10.5370      5.8380   2734.8379   1367.4189
    660.0000      4.3505     10.5390      5.8390   2736.1379   1368.0690
    660.5000      4.3519     10.5420      5.8400   2737.4385   1368.7192
    661.0000      4.3528     10.5440      5.8420   2740.0410   1370.0205
    661.5000      4.3538     10.5460      5.8430   2741.3429   1370.6715
    662.0000      4.3552     10.5490      5.8440   2742.6453   1371.3227
    662.5000      4.3561     10.5510      5.8450   2743.9482   1371.9741
    663.0000      4.3571     10.5530      5.8470   2746.5555   1373.2777
    663.5000      4.3585     10.5560      5.8480   2747.8598   1373.9299
    664.0000      4.3595     10.5580      5.8490   2749.1646   1374.5823
    664.5000      4.3604     10.5600      5.8500   2750.4699   1375.2349
    665.0000      4.3618     10.5630      5.8520   2753.0819   1376.5409
    665.5000      4.3628     10.5650      5.8530   2754.3886   1377.1943
    666.0000      4.3637     10.5670      5.8540   2755.6958   1377.8479
    666.5000      4.3647     10.5690      5.8550   2757.0034   1378.5017
    667.0000      4.3661     10.5720      5.8570   2759.6202   1379.8101
    667.5000      4.3671     10.5740      5.8580   2760.9293   1380.4646
    668.0000      4.3680     10.5760      5.8590   2762.2389   1381.1194
    668.5000      4.3694     10.5790      5.8610   2764.8594   1382.4297
    669.0000      4.3704     10.5810      5.8620   2766.1704   1383.0852
    669.5000      4.3713     10.5830      5.8630   2767.4819   1383.7410
    670.0000      4.3723     10.5850      5.8640   2768.7939   1384.3969
    670.5000      4.3737     10.5880      5.8660   2771.4192   1385.7096
    671.0000      4.3747     10.5900      5.8670   2772.7326   1386.3663
    671.5000      4.3756     10.5920      5.8680   2774.0465   1387.0232
    672.0000      4.3766     10.5940      5.8690   2775.3608   1387.6804
    672.5000      4.3780     10.5970      5.8710   2777.9909   1388.9955
    673.0000      4.3789     10.5990      5.8720   2779.3067   1389.6534
    673.5000      4.3799     10.6010      5.8730   2780.6230   1390.3115
    674.0000      4.3808     10.6030      5.8740   2781.9397   1390.9698
    674.5000      4.3823     10.6060      5.8760   2784.5746   1392.2873
    675.0000      4.3832     10.6080      5.8770   2785.8928   1392.9464
    675.5000      4.3842     10.6100      5.8780   2787.2114   1393.6057
    676.0000      4.3851     10.6120      5.8790   2788.5305   1394.2653
    676.5000      4.3861     10.6140      5.8800   2789.8501   1394.9251
    677.0000      4.3875     10.6170      5.8820   2792.4908   1396.2454
    677.5000      4.3885     10.6190      5.8830   2793.8118   1396.9059
    678.0000      4.3894     10.6210      5.8840   2795.1334   1397.5667
    678.5000      4.3904     10.6230      5.8850   2796.4554   1398.2277
    679.0000      4.3913     10.6250      5.8860   2797.7778   1398.8889
    679.5000      4.3923     10.6270      5.8880   2800.4242   1400.2121
    680.0000      4.3933     10.6290      5.8890   2801.7482   1400.8741
    680.5000      4.3947     10.6320      5.8900   2803.0726   1401.5363
    681.0000      4.3956     10.6340      5.8910   2804.3975   1402.1987
    681.5000      4.3971     10.6370      5.8930   2807.0487   1403.5243
    682.0000      4.3980     10.6390      5.8940   2808.3750   1404.1875
    682.5000      4.3990     10.6410      5.8950   2809.7018   1404.8509
    683.0000      4.4000     10.6430      5.8960   2811.0291   1405.5145
    683.5000      4.4014     10.6460      5.8980   2813.6851   1406.8425
    684.0000      4.4023     10.6480      5.8990   2815.0138   1407.5069
    684.5000      4.4033     10.6500      5.9000   2816.3430   1408.1715
    685.0000      4.4043     10.6520      5.9010   2817.6727   1408.8363
    685.5000      4.4052     10.6540      5.9020   2819.0028   1409.5014
    686.0000      4.4062     10.6560      5.9040   2821.6646   1410.8323
    686.5000      4.4071     10.6580      5.9050   2822.9962   1411.4981
    687.0000      4.4086     10.6610      5.9060   2824.3283   1412.1642
    687.5000      4.4095     10.6630      5.9070   2825.6609   1412.8304
    688.0000      4.4105     10.6650      5.9090   2828.3275   1414.1637
    688.5000      4.4115     10.6670      5.9100   2829.6615   1414.8308
    689.0000      4.4124     10.6690      5.9110   2830.9960   1415.4980
    689.5000      4.4134     10.6710      5.9120   2832.3310   1416.1655
    690.0000      4.4143     10.6730      5.9130   2833.6665   1416.8332
    690.5000      4.4148     10.6740      5.9140   2835.0024   1417.5012
    691.0000      4.4158     10.6760      5.9150   2836.3388   1418.1694
    691.5000      4.4167     10.6780      5.9160   2837.6757   1418.8379
    692.0000      4.4177     10.6800      5.9170   2839.0131   1419.5066
    692.5000      4.4187     10.6820      5.9180   2840.3510   1420.1755
    693.0000      4.4196     10.6840      5.9190   2841.6894   1420.8447
    693.5000      4.4206     10.6860      5.9200   2843.0282   1421.5141
    694.0000      4.4215     10.6880      5.9210   2844.3675   1422.1838
    694.5000      4.4225     10.6900      5.9220   2845.7073   1422.8537
    695.0000      4.4230     10.6910      5.9230   2847.0476   1423.5238
    695.5000      4.4239     10.6930      5.9240   2848.3884   1424.1942
    696.0000      4.4249     10.6950      5.9250   2849.7297   1424.8648
    696.5000      4.4259     10.6970      5.9260   2851.0714   1425.5357
    697.0000      4.4268     10.6990      5.9270   2852.4136   1426.2068
    697.5000      4.4278     10.7010      5.9290   2855.0995   1427.5498
    698.0000      4.4283     10.7020      5.9290   2855.0995   1427.5498
    698.5000      4.4292     10.7040      5.9300   2856.4432   1428.2216
    699.0000      4.4302     10.7060      5.9310   2857.7874   1428.8937
    699.5000      4.4312     10.7080      5.9320   2859.1320   1429.5660
    700.0000      4.4317     10.7090      5.9330   2860.4771   1430.2386
    700.5000      4.4326     10.7110      5.9340   2861.8228   1430.9114
    701.0000      4.4331     10.7120      5.9350   2863.1689   1431.5844
    701.5000      4.4341     10.7140      5.9360   2864.5154   1432.2577
    702.0000      4.4345     10.7150      5.9360   2864.5154   1432.2577
    702.5000      4.4355     10.7170      5.9370   2865.8625   1432.9313
    703.0000      4.4360     10.7180      5.9380   2867.2101   1433.6050
    703.5000      4.4370     10.7200      5.9390   2868.5581   1434.2790
    704.0000      4.4374     10.7210      5.9400   2869.9066   1434.9533
    704.5000      4.4384     10.7230      5.9410   2871.2556   1435.6278
    705.0000      4.4389     10.7240      5.9410   2871.2556   1435.6278
    705.5000      4.4399     10.7260      5.9420   2872.6051   1436.3026
    706.0000      4.4408     10.7280      5.9430   2873.9551   1436.9775
    706.5000      4.4413     10.7290      5.9440   2875.3055   1437.6528
    707.0000      4.4423     10.7310      5.9450   2876.6565   1438.3282
    707.5000      4.4432     10.7330      5.9460   2878.0079   1439.0040
    708.0000      4.4442     10.7350      5.9470   2879.3598   1439.6799
    708.5000      4.4447     10.7360      5.9480   2880.7122   1440.3561
    709.0000      4.4457     10.7380      5.9490   2882.0651   1441.0326
    709.5000      4.4466     10.7400      5.9500   2883.4185   1441.7092
    710.0000      4.4476     10.7420      5.9510   2884.7724   1442.3862
    710.5000      4.4486     10.7440      5.9520   2886.1267   1443.0634
    711.0000      4.4490     10.7450      5.9530   2887.4815   1443.7408
    711.5000      4.4500     10.7470      5.9540   2888.8369   1444.4184
    712.0000      4.4510     10.7490      5.9550   2890.1927   1445.0963
    712.5000      4.4519     10.7510      5.9560   2891.5489   1445.7745
    713.0000      4.4529     10.7530      5.9570   2892.9057   1446.4529
    713.5000      4.4539     10.7550      5.9580   2894.2630   1447.1315
    714.0000      4.4549     10.7570      5.9600   2896.9790   1448.4895
    714.5000      4.4553     10.7580      5.9600   2896.9790   1448.4895
    715.0000      4.4563     10.7600      5.9610   2898.3377   1449.1688
    715.5000      4.4573     10.7620      5.9620   2899.6969   1449.8485
    716.0000      4.4582     10.7640      5.9630   2901.0566   1450.5283
    716.5000      4.4592     10.7660      5.9650   2903.7775   1451.8887
    717.0000      4.4602     10.7680      5.9660   2905.1386   1452.5693
    717.5000      4.4612     10.7700      5.9670   2906.5003   1453.2501
    718.0000      4.4621     10.7720      5.9680   2907.8624   1453.9312
    718.5000      4.4631     10.7740      5.9690   2909.2250   1454.6125
    719.0000      4.4641     10.7760      5.9700   2910.5881   1455.2941
    719.5000      4.4650     10.7780      5.9710   2911.9517   1455.9759
    720.0000      4.4655     10.7790      5.9720   2913.3158   1456.6579
    720.5000      4.4670     10.7820      5.9730   2914.6804   1457.3402
    721.0000      4.4680     10.7840      5.9750   2917.4110   1458.7055
    721.5000      4.4689     10.7860      5.9760   2918.7770   1459.3885
    722.0000      4.4699     10.7880      5.9770   2920.1436   1460.0718
    722.5000      4.4714     10.7910      5.9780   2921.5106   1460.7553
    723.0000      4.4723     10.7930      5.9800   2924.2461   1462.1230
    723.5000      4.4733     10.7950      5.9810   2925.6146   1462.8073
    724.0000      4.4743     10.7970      5.9820   2926.9835   1463.4918
    724.5000      4.4753     10.7990      5.9830   2928.3530   1464.1765
    725.0000      4.4762     10.8010      5.9840   2929.7229   1464.8615
    725.5000      4.4772     10.8030      5.9850   2931.0934   1465.5467
    726.0000      4.4782     10.8050      5.9860   2932.4643   1466.2322
    726.5000      4.4787     10.8060      5.9870   2933.8357   1466.9179
    727.0000      4.4796     10.8080      5.9880   2935.2076   1467.6038
    727.5000      4.4806     10.8100      5.9890   2936.5800   1468.2900
    728.0000      4.4816     10.8120      5.9900   2937.9529   1468.9765
    728.5000      4.4826     10.8140      5.9910   2939.3263   1469.6631
    729.0000      4.4835     10.8160      5.9920   2940.7002   1470.3501
    729.5000      4.4840     10.8170      5.9930   2942.0745   1471.0373
    730.0000      4.4850     10.8190      5.9940   2943.4494   1471.7247
    730.5000      4.4860     10.8210      5.9950   2944.8247   1472.4124
    731.0000      4.4865     10.8220      5.9960   2946.2005   1473.1003
    731.5000      4.4874     10.8240      5.9970   2947.5768   1473.7884
    732.0000      4.4884     10.8260      5.9980   2948.9537   1474.4768
    732.5000      4.4889     10.8270      5.9980   2948.9537   1474.4768
    733.0000      4.4899     10.8290      5.9990   2950.3310   1475.1655
    733.5000      4.4904     10.8300      6.0000   2951.7087   1475.8544
    734.0000      4.4914     10.8320      6.0010   2953.0870   1476.5435
    734.5000      4.4923     10.8340      6.0020   2954.4658   1477.2329
    735.0000      4.4928     10.8350      6.0030   2955.8451   1477.9225
    735.5000      4.4938     10.8370      6.0040   2957.2248   1478.6124
    736.0000      4.4943     10.8380      6.0040   2957.2248   1478.6124
    736.5000      4.4953     10.8400      6.0060   2959.9858   1479.9929
    737.0000      4.4958     10.8410      6.0060   2959.9858   1479.9929
    737.5000      4.4962     10.8420      6.0070   2961.3670   1480.6835
    738.0000      4.4972     10.8440      6.0080   2962.7487   1481.3744
    738.5000      4.4977     10.8450      6.0080   2962.7487   1481.3744
    739.0000      4.4987     10.8470      6.0090   2964.1309   1482.0655
    739.5000      4.4992     10.8480      6.0100   2965.5136   1482.7568
    740.0000      4.4997     10.8490      6.0110   2966.8968   1483.4484
    740.5000      4.5007     10.8510      6.0120   2968.2805   1484.1403
    741.0000      4.5011     10.8520      6.0120   2968.2805   1484.1403
    741.5000      4.5016     10.8530      6.0130   2969.6647   1484.8323
    742.0000      4.5021     10.8540      6.0130   2969.6647   1484.8323
    742.5000      4.5031     10.8560      6.0140   2971.0494   1485.5247
    743.0000      4.5036     10.8570      6.0150   2972.4345   1486.2173
    743.5000      4.5041     10.8580      6.0160   2973.8202   1486.9101
    744.0000      4.5046     10.8590      6.0160   2973.8202   1486.9101
    744.5000      4.5056     10.8610      6.0170   2975.2063   1487.6032
    745.0000      4.5060     10.8620      6.0180   2976.5930   1488.2965
    745.5000      4.5065     10.8630      6.0180   2976.5930   1488.2965
    746.0000      4.5070     10.8640      6.0190   2977.9801   1488.9901
    746.5000      4.5080     10.8660      6.0200   2979.3677   1489.6839
    747.0000      4.5085     10.8670      6.0200   2979.3677   1489.6839
    747.5000      4.5090     10.8680      6.0210   2980.7558   1490.3779
    748.0000      4.5095     10.8690      6.0220   2982.1445   1491.0722
    748.5000      4.5105     10.8710      6.0230   2983.5336   1491.7668
    749.0000      4.5110     10.8720      6.0230   2983.5336   1491.7668
    749.5000      4.5114     10.8730      6.0240   2984.9232   1492.4616
    750.0000      4.5119     10.8740      6.0240   2984.9232   1492.4616
    750.5000      4.5129     10.8760      6.0250   2986.3132   1493.1566
    751.0000      4.5134     10.8770      6.0260   2987.7038   1493.8519
    751.5000      4.5139     10.8780      6.0270   2989.0949   1494.5474
    752.0000      4.5144     10.8790      6.0270   2989.0949   1494.5474
    752.5000      4.5154     10.8810      6.0280   2990.4865   1495.2432
    753.0000      4.5159     10.8820      6.0290   2991.8785   1495.9393
    753.5000      4.5164     10.8830      6.0290   2991.8785   1495.9393
    754.0000      4.5169     10.8840      6.0300   2993.2711   1496.6355
    754.5000      4.5178     10.8860      6.0310   2994.6641   1497.3321
    755.0000      4.5183     10.8870      6.0320   2996.0577   1498.0288
    755.5000      4.5188     10.8880      6.0320   2996.0577   1498.0288
    756.0000      4.5193     10.8890      6.0330   2997.4517   1498.7259
    756.5000      4.5203     10.8910      6.0340   2998.8463   1499.4231
    757.0000      4.5208     10.8920      6.0340   2998.8463   1499.4231
    757.5000      4.5213     10.8930      6.0350   3000.2413   1500.1206
    758.0000      4.5218     10.8940      6.0350   3000.2413   1500.1206
    758.5000      4.5228     10.8960      6.0370   3003.0328   1501.5164
    759.0000      4.5233     10.8970      6.0370   3003.0328   1501.5164
    759.5000      4.5237     10.8980      6.0380   3004.4293   1502.2147
    760.0000      4.5242     10.8990      6.0380   3004.4293   1502.2147
    760.5000      4.5252     10.9010      6.0390   3005.8263   1502.9132
    761.0000      4.5257     10.9020      6.0400   3007.2238   1503.6119
    761.5000      4.5267     10.9040      6.0410   3008.6218   1504.3109
    762.0000      4.5272     10.9050      6.0420   3010.0203   1505.0102
    762.5000      4.5277     10.9060      6.0420   3010.0203   1505.0102
    763.0000      4.5287     10.9080      6.0430   3011.4193   1505.7096
    763.5000      4.5292     10.9090      6.0440   3012.8188   1506.4094
    764.0000      4.5297     10.9100      6.0440   3012.8188   1506.4094
    764.5000      4.5302     10.9110      6.0450   3014.2187   1507.1094
    765.0000      4.5311     10.9130      6.0460   3015.6192   1507.8096
    765.5000      4.5316     10.9140      6.0470   3017.0202   1508.5101
    766.0000      4.5321     10.9150      6.0470   3017.0202   1508.5101
    766.5000      4.5331     10.9170      6.0480   3018.4216   1509.2108
    767.0000      4.5336     10.9180      6.0490   3019.8236   1509.9118
    767.5000      4.5341     10.9190      6.0490   3019.8236   1509.9118
    768.0000      4.5346     10.9200      6.0500   3021.2260   1510.6130
    768.5000      4.5356     10.9220      6.0510   3022.6290   1511.3145
    769.0000      4.5361     10.9230      6.0520   3024.0324   1512.0162
    769.5000      4.5366     10.9240      6.0520   3024.0324   1512.0162
    770.0000      4.5371     10.9250      6.0530   3025.4364   1512.7182
    770.5000      4.5381     10.9270      6.0540   3026.8408   1513.4204
    771.0000      4.5386     10.9280      6.0540   3026.8408   1513.4204
    771.5000      4.5390     10.9290      6.0550   3028.2457   1514.1229
    772.0000      4.5395     10.9300      6.0550   3028.2457   1514.1229
    772.5000      4.5400     10.9310      6.0560   3029.6512   1514.8256
    773.0000      4.5410     10.9330      6.0570   3031.0571   1515.5285
    773.5000      4.5415     10.9340      6.0580   3032.4635   1516.2318
    774.0000      4.5420     10.9350      6.0580   3032.4635   1516.2318
    774.5000      4.5425     10.9360      6.0590   3033.8704   1516.9352
    775.0000      4.5430     10.9370      6.0590   3033.8704   1516.9352
    775.5000      4.5440     10.9390      6.0600   3035.2778   1517.6389
    776.0000      4.5445     10.9400      6.0610   3036.6857   1518.3429
    776.5000      4.5450     10.9410      6.0610   3036.6857   1518.3429
    777.0000      4.5455     10.9420      6.0620   3038.0942   1519.0471
    777.5000      4.5460     10.9430      6.0630   3039.5031   1519.7515
    778.0000      4.5470     10.9450      6.0640   3040.9125   1520.4562
    778.5000      4.5475     10.9460      6.0640   3040.9125   1520.4562
    779.0000      4.5480     10.9470      6.0650   3042.3224   1521.1612
    779.5000      4.5485     10.9480      6.0650   3042.3224   1521.1612
    780.0000      4.5489     10.9490      6.0660   3043.7328   1521.8664
    780.5000      4.5494     10.9500      6.0660   3043.7328   1521.8664
    781.0000      4.5499     10.9510      6.0670   3045.1436   1522.5718
    781.5000      4.5504     10.9520      6.0680   3046.5550   1523.2775
    782.0000      4.5509     10.9530      6.0680   3046.5550   1523.2775
    782.5000      4.5514     10.9540      6.0690   3047.9669   1523.9835
    783.0000      4.5519     10.9550      6.0690   3047.9669   1523.9835
    783.5000      4.5524     10.9560      6.0700   3049.3793   1524.6897
    784.0000      4.5529     10.9570      6.0700   3049.3793   1524.6897
    784.5000      4.5534     10.9580      6.0710   3050.7922   1525.3961
    785.0000      4.5539     10.9590      6.0710   3050.7922   1525.3961
    785.5000      4.5549     10.9610      6.0730   3053.6194   1526.8097
    786.0000      4.5554     10.9620      6.0730   3053.6194   1526.8097
    786.5000      4.5559     10.9630      6.0740   3055.0338   1527.5169
    787.0000      4.5564     10.9640      6.0740   3055.0338   1527.5169
    787.5000      4.5569     10.9650      6.0750   3056.4487   1528.2243
    788.0000      4.5579     10.9670      6.0760   3057.8641   1528.9320
    788.5000      4.5584     10.9680      6.0760   3057.8641   1528.9320
    789.0000      4.5589     10.9690      6.0770   3059.2799   1529.6400
    789.5000      4.5594     10.9700      6.0780   3060.6963   1530.3482
    790.0000      4.5604     10.9720      6.0790   3062.1132   1531.0566
    790.5000      4.5609     10.9730      6.0790   3062.1132   1531.0566
    791.0000      4.5614     10.9740      6.0800   3063.5305   1531.7653
    791.5000      4.5624     10.9760      6.0810   3064.9484   1532.4742
    792.0000      4.5628     10.9770      6.0810   3064.9484   1532.4742
    792.5000      4.5633     10.9780      6.0820   3066.3668   1533.1834
    793.0000      4.5643     10.9800      6.0830   3067.7856   1533.8928
    793.5000      4.5648     10.9810      6.0840   3069.2050   1534.6025
    794.0000      4.5658     10.9830      6.0850   3070.6249   1535.3124
    794.5000      4.5663     10.9840      6.0850   3070.6249   1535.3124
    795.0000      4.5668     10.9850      6.0860   3072.0452   1536.0226
    795.5000      4.5678     10.9870      6.0870   3073.4661   1536.7330
    796.0000      4.5683     10.9880      6.0880   3074.8874   1537.4437
    796.5000      4.5693     10.9900      6.0890   3076.3093   1538.1546
    797.0000      4.5698     10.9910      6.0890   3076.3093   1538.1546
    797.5000      4.5703     10.9920      6.0900   3077.7317   1538.8658
    798.0000      4.5713     10.9940      6.0910   3079.1545   1539.5773
    798.5000      4.5718     10.9950      6.0910   3079.1545   1539.5773
    799.0000      4.5728     10.9970      6.0930   3082.0017   1541.0009
    799.5000      4.5733     10.9980      6.0930   3082.0017   1541.0009
    800.0000      4.5743     11.0000      6.0940   3083.4261   1541.7130
    800.5000      4.5748     11.0010      6.0950   3084.8509   1542.4255
    801.0000      4.5758     11.0030      6.0960   3086.2763   1543.1382
    801.5000      4.5768     11.0050      6.0970   3087.7022   1543.8511
    802.0000      4.5773     11.0060      6.0980   3089.1285   1544.5643
    802.5000      4.5783     11.0080      6.0990   3090.5554   1545.2777
    803.0000      4.5793     11.0100      6.1000   3091.9827   1545.9914
    803.5000      4.5798     11.0110      6.1000   3091.9827   1545.9914
    804.0000      4.5808     11.0130      6.1010   3093.4106   1546.7053
    804.5000      4.5813     11.0140      6.1020   3094.8390   1547.4195
    805.0000      4.5823     11.0160      6.1030   3096.2678   1548.1339
    805.5000      4.5828     11.0170      6.1040   3097.6972   1548.8486
    806.0000      4.5838     11.0190      6.1050   3099.1271   1549.5635
    806.5000      4.5843     11.0200      6.1050   3099.1271   1549.5635
    807.0000      4.5848     11.0210      6.1060   3100.5574   1550.2787
    807.5000      4.5858     11.0230      6.1070   3101.9883   1550.9941
    808.0000      4.5863     11.0240      6.1070   3101.9883   1550.9941
    808.5000      4.5868     11.0250      6.1080   3103.4196   1551.7098
    809.0000      4.5878     11.0270      6.1090   3104.8515   1552.4258
    809.5000      4.5883     11.0280      6.1100   3106.2839   1553.1419
    810.0000      4.5888     11.0290      6.1100   3106.2839   1553.1419
    810.5000      4.5893     11.0300      6.1110   3107.7168   1553.8584
    811.0000      4.5898     11.0310      6.1110   3107.7168   1553.8584
    811.5000      4.5908     11.0330      6.1120   3109.1501   1554.5751
    812.0000      4.5913     11.0340      6.1130   3110.5840   1555.2920
    812.5000      4.5918     11.0350      6.1140   3112.0184   1556.0092
    813.0000      4.5923     11.0360      6.1140   3112.0184   1556.0092
    813.5000      4.5928     11.0370      6.1150   3113.4533   1556.7266
    814.0000      4.5933     11.0380      6.1150   3113.4533   1556.7266
    814.5000      4.5938     11.0390      6.1160   3114.8887   1557.4443
    815.0000      4.5943     11.0400      6.1160   3114.8887   1557.4443
    815.5000      4.5948     11.0410      6.1170   3116.3245   1558.1623
    816.0000      4.5953     11.0420      6.1170   3116.3245   1558.1623
    816.5000      4.5958     11.0430      6.1180   3117.7609   1558.8805
    817.0000      4.5963     11.0440      6.1190   3119.1978   1559.5989
    817.5000      4.5968     11.0450      6.1190   3119.1978   1559.5989
    818.0000      4.5973     11.0460      6.1200   3120.6352   1560.3176
    818.5000      4.5978     11.0470      6.1200   3120.6352   1560.3176
    819.0000      4.5983     11.0480      6.1210   3122.0731   1561.0366
    819.5000      4.5988     11.0490      6.1210   3122.0731   1561.0366
    820.0000      4.5988     11.0490      6.1210   3122.0731   1561.0366
    820.5000      4.5993     11.0500      6.1220   3123.5115   1561.7558
    821.0000      4.5998     11.0510      6.1220   3123.5115   1561.7558
    821.5000      4.6003     11.0520      6.1230   3124.9504   1562.4752
    822.0000      4.6008     11.0530      6.1240   3126.3898   1563.1949
    822.5000      4.6008     11.0530      6.1240   3126.3898   1563.1949
    823.0000      4.6013     11.0540      6.1240   3126.3898   1563.1949
    823.5000      4.6018     11.0550      6.1250   3127.8297   1563.9149
    824.0000      4.6023     11.0560      6.1250   3127.8297   1563.9149
    824.5000      4.6028     11.0570      6.1260   3129.2701   1564.6351
    825.0000      4.6028     11.0570      6.1260   3129.2701   1564.6351
    825.5000      4.6033     11.0580      6.1260   3129.2701   1564.6351
    826.0000      4.6038     11.0590      6.1270   3130.7110   1565.3555
    826.5000      4.6043     11.0600      6.1270   3130.7110   1565.3555
    827.0000      4.6043     11.0600      6.1270   3130.7110   1565.3555
    827.5000      4.6049     11.0610      6.1280   3132.1524   1566.0762
